,class_names
14218,"Cupboard open or close,Speech,Drawer open or close"
14219,Cupboard open or close
14220,"Music,Tender music"
14221,"Drip,Speech"
14222,"Bagpipes,Wind instrument, woodwind instrument"
14223,"Basketball bounce,Speech"
14224,"Ringtone,Music"
14225,"Crow,Caw"
14226,"Splash, splatter,Speech"
14227,Progressive rock
14228,"Railroad car, train wagon,Train horn,Rail transport,Train"
14229,Stream
14230,"Canidae, dogs, wolves,Domestic animals, pets,Dog,Animal"
14231,"Chatter,Speech,Inside, public space"
14232,"Fill (with liquid),Water,Speech"
14233,Sonar
14234,"Music,Music of Latin America"
14235,"Boat, Water vehicle,Ship"
14236,"Filing (rasp),Rub"
14237,"Writing,Speech"
14238,Swing music
14239,"Crackle,Vehicle"
14240,"Insect,Croak,Mosquito,Frog,Fly, housefly"
14241,"Mains hum,Hum"
14242,"Explosion,Fireworks"
14243,"Whispering,Speech"
14244,"Whimper,Speech"
14245,"Insect,Cricket"
14246,Mains hum
14247,Church bell
14248,Ping
14249,"Christmas music,Music"
14250,"Mains hum,Hum"
14251,"Writing,Speech"
14252,Clarinet
14253,Applause
14254,"Music,Speech,Ambient music"
14255,Cough
14256,Whistling
14257,"Music,Music of Latin America,Hip hop music,Steelpan"
14258,Vacuum cleaner
14259,"Trickle, dribble"
14260,Car alarm
14261,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
14262,"Liquid,Speech"
14263,"Explosion,Burst, pop"
14264,"Toot,Car,Outside, urban or manmade"
14265,"Organ,Electric piano,Hammond organ,Keyboard (musical),Piano"
14266,House music
14267,"Basketball bounce,Speech"
14268,"Background music,Music"
14269,"Fowl,Honk,Goose"
14270,"Music,Happy music"
14271,Ringtone
14272,"Music,Music of Bollywood"
14273,Tuning fork
14274,"Music,Roll"
14275,"Didgeridoo,Music,Musical instrument,Speech,Synthesizer"
14276,"Echo,Music"
14277,"Vibration,Music"
14278,"Organ,Electronic organ"
14279,"Music,Ska"
14280,Chainsaw
14281,Screaming
14282,"Water tap, faucet,Bathtub (filling or washing),Water"
14283,Knock
14284,Steelpan
14285,"Boat, Water vehicle,Motorboat, speedboat"
14286,Writing
14287,"Singing,Music,Independent music"
14288,"Tick-tock,Tick"
14289,"Whack, thwack"
14290,Psychedelic rock
14291,"Dial tone,Music"
14292,"Burping, eructation"
14293,"Bus,Vehicle"
14294,"Gunshot, gunfire,Artillery fire"
14295,Breathing
14296,Clock
14297,Steam whistle
14298,"Glass,Speech"
14299,"Motorcycle,Vehicle,Speech,Engine starting"
14300,"Bass guitar,Flamenco,Guitar,Acoustic guitar,Music,Musical instrument,Strum,Speech,Plucked string instrument"
14301,Squish
14302,"Dishes, pots, and pans"
14303,"Tap,Speech"
14304,Whip
14305,Chirp tone
14306,"Bicycle,Vehicle,Speech"
14307,"Motorcycle,Speech"
14308,"Singing,Slam,Inside, large room or hall"
14309,"Wild animals,Speech,Roaring cats (lions, tigers),Animal"
14310,"Steam whistle,Steam"
14311,"Clock,Speech"
14312,"Funk,Music"
14313,"Music,Rapping,Hip hop music"
14314,Fart
14315,"Music,Independent music,Speech"
14316,Hair dryer
14317,Single-lens reflex camera
14318,"Flap,Scrape"
14319,Christian music
14320,"Speech,Baby cry, infant cry"
14321,"Smash, crash"
14322,"Brass instrument,Clarinet,Trumpet,Wind instrument, woodwind instrument,Accordion"
14323,"Bee, wasp, etc.,Insect,Fly, housefly"
14324,"Christian music,Music"
14325,"Cough,Speech,Child speech, kid speaking"
14326,"Speech,Traffic noise, roadway noise"
14327,Fire
14328,"Music,Pulse"
14329,"Bagpipes,Wind instrument, woodwind instrument"
14330,"Music,Rock and roll"
14331,"Ding,Clang"
14332,"Domestic animals, pets,Bow-wow,Dog,Animal,Whimper (dog)"
14333,"Finger snapping,Speech,Inside, small room"
14334,Vibraphone
14335,"Mains hum,Hum"
14336,Writing
14337,"Background music,Music"
14338,Church bell
14339,Mouse
14340,"Singing,Music,Female singing"
14341,"Hum,Static"
14342,Vocal music
14343,Change ringing (campanology)
14344,"Music,Music for children,Funny music"
14345,"Whispering,Speech"
14346,Crunch
14347,Toot
14348,Babbling
14349,"Sliding door,Speech"
14350,Coin (dropping)
14351,"Tick-tock,Tick"
14352,"Aircraft engine,Vehicle,Speech,Aircraft,Outside, urban or manmade"
14353,Coin (dropping)
14354,"Rodents, rats, mice"
14355,"Cymbal,Drum,Drum and bass,Drum kit,Electronic music,Hi-hat,Music,Musical instrument,Snare drum,Bass drum,Percussion"
14356,"Sawing,Rub"
14357,"Cat,Purr,Domestic animals, pets,Animal"
14358,Flamenco
14359,"Music,Music of Bollywood"
14360,"Singing,Yodeling,Music"
14361,"Organ,Electronic organ"
14362,Opera
14363,"Disco,Music"
14364,"Music,Maraca"
14365,"Glass,Shatter"
14366,"Wind chime,Chime"
14367,"Music,Sad music,Tender music"
14368,"Gunshot, gunfire,Artillery fire"
14369,"Waterfall,Stream"
14370,"Music,Steelpan"
14371,"Folk music,Music,Rattle (instrument),Speech"
14372,"Burping, eructation,Speech"
14373,"Tearing,Speech"
14374,"Cough,Speech"
14375,"Speech,Boiling"
14376,"Singing,Whoop"
14377,"Biting,Speech"
14378,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
14379,"Reversing beeps,Vehicle,Speech,Outside, rural or natural"
14380,"Speech,Microwave oven"
14381,"Rustling leaves,Speech"
14382,"Filing (rasp),Rub"
14383,"Chink, clink,Speech"
14384,"Clatter,Speech"
14385,Jingle bell
14386,Blender
14387,"Sawing,Wood"
14388,"Music,Funny music"
14389,Boing
14390,"Swing music,Music,Chicken, rooster,Speech"
14391,"Burping, eructation,Inside, small room"
14392,"Vibration,Music,Truck,Vehicle,Outside, urban or manmade"
14393,"Music,Hubbub, speech noise, speech babble,Speech"
14394,"Telephone dialing, DTMF,Speech,Inside, small room"
14395,"Laughter,Chuckle, chortle,Speech"
14396,"Run,Outside, rural or natural"
14397,Flap
14398,"Electronic music,Music,Electronic dance music,Dance music"
14399,"Music,Whoop,Yell"
14400,"Music,Sitar"
14401,"Vehicle,Tire squeal,Car"
14402,"Foghorn,Speech"
14403,"Drum,Drum roll,Rimshot,Snare drum,Bass drum,Percussion"
14404,"Music,Vibraphone"
14405,Camera
14406,"Drill,Tools,Power tool"
14407,String section
14408,"Grunt,Speech"
14409,"Cattle, bovinae,Cowbell,Moo,Livestock, farm animals, working animals"
14410,"Music,Psychedelic rock,Rock music,Rock and roll"
14411,"Howl,Animal"
14412,Firecracker
14413,"Marimba, xylophone,Glockenspiel,Mallet percussion"
14414,Pour
14415,"Wild animals,Speech,Animal"
14416,Breathing
14417,Snoring
14418,"Vibration,Vehicle"
14419,"Sneeze,Speech,Child speech, kid speaking"
14420,"Alarm,Speech"
14421,"Music,Speech,Speech synthesizer"
14422,Car alarm
14423,"Music,Pour,Speech"
14424,"Rodents, rats, mice"
14425,"Crunch,Speech,Inside, large room or hall"
14426,"Laughter,Belly laugh"
14427,"Purr,Speech"
14428,Raindrop
14429,"Bird flight, flapping wings,Owl"
14430,"Stir,Frying (food)"
14431,"Marimba, xylophone,Glockenspiel,Mallet percussion"
14432,"Domestic animals, pets,Howl,Dog,Animal"
14433,Jingle bell
14434,Music of Latin America
14435,"Didgeridoo,Music,Speech"
14436,Orchestra
14437,"Busy signal,Sidetone,Speech"
14438,"Motor vehicle (road),Engine knocking,Engine,Vehicle,Car"
14439,"Afrobeat,Music"
14440,"Domestic animals, pets,Biting,Dog,Animal"
14441,"Crying, sobbing,Speech"
14442,"Liquid,Music,Drip"
14443,"Sampler,Music,Drum machine"
14444,"Music,Rapping,Reggae,Music of Latin America,Hip hop music"
14445,Wheeze
14446,"Idling,Vehicle,Heavy engine (low frequency),Outside, rural or natural"
14447,"Engine,Motorcycle,Vehicle,Speech,Engine starting"
14448,Drawer open or close
14449,"Sniff,Speech"
14450,"Fart,Music,Speech"
14451,"Singing,Music,Shout"
14452,"Music,Boom,Vehicle,Car"
14453,"Music of Africa,Music,Salsa music"
14454,"Tearing,Speech,Inside, small room"
14455,"Singing,Humming,Music"
14456,Cupboard open or close
14457,"Vehicle,Helicopter,Speech"
14458,"Speech,Inside, public space"
14459,Mantra
14460,"Music,Air horn, truck horn"
14461,Stomach rumble
14462,"Music,Mandolin"
14463,"Fusillade,Music"
14464,"Singing,Music,Female singing"
14465,"Music,Independent music"
14466,Whistling
14467,"Sawing,Tools,Wood,Power tool"
14468,"Ocean,Field recording,Thunderstorm"
14469,"Air horn, truck horn,Truck,Vehicle,Vehicle horn, car horn, honking"
14470,"Cash register,Music,Speech"
14471,"Bird,Bird vocalization, bird call, bird song,Coo,Pigeon, dove"
14472,"Music,Musical instrument,Theremin"
14473,"Music,Hands"
14474,"Music,Wedding music"
14475,"Music,Drawer open or close"
14476,"Single-lens reflex camera,Speech,Camera"
14477,"Beep, bleep,Buzzer,Speech"
14478,"Jazz,Music,Orchestra,Speech"
14479,"Brass instrument,French horn,Trombone,Trumpet"
14480,Hammer
14481,"Music,Roll,Rock and roll"
14482,"Music,A capella"
14483,Sigh
14484,Mains hum
14485,Arrow
14486,"Splash, splatter,Speech"
14487,"Pump (liquid),Water"
14488,Grunt
14489,"Ping,Speech"
14490,"Wild animals,Roar,Roaring cats (lions, tigers),Growling,Animal"
14491,"Bird flight, flapping wings"
14492,Scrape
14493,"Organ,Electronic organ"
14494,"Hubbub, speech noise, speech babble,Speech"
14495,Zipper (clothing)
14496,Whip
14497,"Chewing, mastication"
14498,Sine wave
14499,"Effects unit,Music,Speech,Electronic tuner,Distortion"
14500,Hair dryer
14501,"Music,Groan,Speech"
14502,"Alarm clock,Music"
14503,Typing
14504,Change ringing (campanology)
14505,"Music,Music for children,Plop,Speech"
14506,"Slap, smack"
14507,"Sheep,Bleat"
14508,"Jingle (music),Music"
14509,"Alarm clock,Speech,Inside, small room"
14510,Rustle
14511,"Hiccup,Speech"
14512,Chopping (food)
14513,"Music,Thunk,Speech"
14514,"Music,Music for children,Happy music"
14515,"Alarm clock,Inside, small room"
14516,"Waterfall,Stream"
14517,"Grunt,Sound effect"
14518,Hair dryer
14519,"Laughter,Speech,Baby laughter"
14520,"Music,Middle Eastern music"
14521,"Marimba, xylophone,Glockenspiel,Mallet percussion"
14522,"Slap, smack"
14523,"Music,Shuffle"
14524,"Crow,Caw"
14525,"Motorcycle,Bow-wow,Vehicle,Whimper (dog)"
14526,Drawer open or close
14527,"Music,Dubstep,Electronic dance music"
14528,"Boat, Water vehicle,Ship"
14529,"Music,Vocal music"
14530,"Giggle,Inside, small room"
14531,"Train horn,Steam whistle"
14532,"Music,Salsa music"
14533,Cowbell
14534,"Sonar,Inside, small room"
14535,"Music,Distortion,Inside, small room"
14536,"Electronic music,Music,Techno,Trance music"
14537,"Jingle (music),Music"
14538,"Music,Speech,Speech synthesizer"
14539,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
14540,Electric toothbrush
14541,"Hoot,Owl"
14542,"Wind chime,Chime"
14543,Rattle
14544,"Sink (filling or washing),Water tap, faucet,Water"
14545,Tick
14546,"Doorbell,Music,Speech"
14547,"Music,Soundtrack music"
14548,"Heavy metal,Music,Speech,Inside, large room or hall"
14549,"Foghorn,Music"
14550,"Cymbal,Drum,Drum kit,Heavy metal,Music,Musical instrument,Rock music,Pulse"
14551,"Singing,Gospel music,Christian music,A capella"
14552,"Video game music,Music,Soundtrack music"
14553,"Filing (rasp),Rub"
14554,"Music,Steelpan"
14555,"Drum,Drum roll,Snare drum,Percussion"
14556,"Music,Soul music"
14557,"Heart murmur,Speech"
14558,"Liquid,Speech"
14559,Rumble
14560,Psychedelic rock
14561,"Zither,Pizzicato"
14562,"Sheep,Bleat,Speech"
14563,"Music,Cacophony,Speech"
14564,Background music
14565,"Music,Soundtrack music"
14566,"Typewriter,Inside, large room or hall"
14567,"Creak,Mechanisms"
14568,"Whoosh, swoosh, swish"
14569,"Toothbrush,Toilet flush,Music,Speech"
14570,"Conversation,Music,Speech"
14571,Crushing
14572,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
14573,"Radio,Speech"
14574,"Wind chime,Chime"
14575,Trance music
14576,Sonar
14577,"Snoring,Speech"
14578,"Music,Shout"
14579,"Walk, footsteps,Animal"
14580,Church bell
14581,"Field recording,Vehicle,Car,Outside, urban or manmade"
14582,"Toilet flush,Water"
14583,Squeak
14584,Belly laugh
14585,"Electronic music,House music,Music,Dubstep,Electronic dance music"
14586,"Water,Speech,Breathing"
14587,"Insect,Mosquito,Fly, housefly"
14588,"Brass instrument,Music,Musical instrument,Tambourine,Trombone,Trumpet"
14589,"Speech,Typewriter"
14590,"Heart sounds, heartbeat,Throbbing,Hum"
14591,Drip
14592,"Gunshot, gunfire,Cap gun"
14593,"Engine knocking,Speech"
14594,"Sniff,Speech,Breathing"
14595,Noise
14596,"Heavy metal,Music,Song,Progressive rock"
14597,"Electric shaver, electric razor"
14598,"Bass guitar,Guitar,Music,Musical instrument,Electronic tuner,Plucked string instrument"
14599,"Telephone dialing, DTMF,Speech,Inside, small room"
14600,"Music,Gargling"
14601,"Music,Soundtrack music"
14602,"Fowl,Crowing, cock-a-doodle-doo,Chicken, rooster"
14603,Jackhammer
14604,"Cello,Double bass,Violin, fiddle,Bowed string instrument"
14605,"Fusillade,Music,Speech"
14606,"Music,Bellow,Speech"
14607,Chainsaw
14608,"Emergency vehicle,Siren,Police car (siren)"
14609,Gong
14610,"Music,Rumble,Speech"
14611,"Fowl,Cluck,Chicken, rooster"
14612,"Music,Dubstep,Electronic dance music,Electronica"
14613,"Chainsaw,Speech"
14614,"Clicking,Speech,Inside, small room"
14615,"Ratchet, pawl,Pulleys,Gears,Mechanisms"
14616,"Music,Bellow,Whoop,Speech"
14617,"Music,Happy music"
14618,"Brass instrument,Saxophone"
14619,"Toothbrush,Speech,Child speech, kid speaking"
14620,Ska
14621,"Music,Lullaby"
14622,Squawk
14623,"Music,Squeak"
14624,Grunt
14625,"Lawn mower,Engine"
14626,"Music,Soundtrack music"
14627,"Singing,Flamenco,Music"
14628,"Toilet flush,Water"
14629,"Brass instrument,Trombone"
14630,"Music of Asia,Funk,Music,Pop music,Ska"
14631,"Bee, wasp, etc.,Insect,Fly, housefly"
14632,Church bell
14633,"Whimper,Speech"
14634,"Speech,Throat clearing"
14635,Air conditioning
14636,"Propeller, airscrew,Music,Vehicle,Speech,Fixed-wing aircraft, airplane,Aircraft"
14637,"Whoosh, swoosh, swish"
14638,"Skateboard,Speech"
14639,"Ice cream truck, ice cream van,Music,Speech"
14640,"Aircraft engine,Vehicle,Fixed-wing aircraft, airplane,Aircraft"
14641,"Shuffling cards,Speech,Inside, small room"
14642,Mandolin
14643,"Vehicle,Car,Engine starting"
14644,"Conversation,Speech"
14645,"Turkey,Fowl,Gobble"
14646,"Yodeling,Music"
14647,Breathing
14648,"Music,Music of Latin America,Salsa music"
14649,"Marimba, xylophone,Glockenspiel,Chirp tone,Mallet percussion"
14650,"Bee, wasp, etc.,Insect,Fly, housefly"
14651,Scissors
14652,"Cough,Speech,Breathing"
14653,"Propeller, airscrew,Aircraft"
14654,"Guitar,Acoustic guitar,Music,Musical instrument,Plucked string instrument,Music of Latin America"
14655,"Ding-dong,Outside, urban or manmade"
14656,"Boat, Water vehicle,Motorboat, speedboat,Wind,Wind noise (microphone)"
14657,"Effects unit,Electric guitar,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument,Distortion"
14658,"Music,Lullaby"
14659,Vibration
14660,Hair dryer
14661,"Domestic animals, pets,Pant,Speech,Dog,Animal"
14662,Flap
14663,Car alarm
14664,"Music,Middle Eastern music"
14665,"Bird,Bird vocalization, bird call, bird song,Coo,Pigeon, dove"
14666,"Sanding,Rub"
14667,"Smash, crash,Whack, thwack"
14668,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
14669,"Music,Chuckle, chortle,Snicker,Speech"
14670,"Female speech, woman speaking,Music,Female singing"
14671,"Jingle, tinkle"
14672,"Music,Speech,Oink"
14673,"Sidetone,Speech"
14674,"Belly laugh,Child speech, kid speaking"
14675,"Knock,Speech"
14676,"Ratchet, pawl,Pulleys,Gears,Mechanisms"
14677,"Christmas music,Singing,Music,Song"
14678,"Cupboard open or close,Speech"
14679,"Music,Cacophony"
14680,"Goat,Speech,Livestock, farm animals, working animals,Animal"
14681,Change ringing (campanology)
14682,"Music,Speech,Throat clearing"
14683,"Environmental noise,Speech,Outside, rural or natural"
14684,Rattle
14685,"Music,Thump, thud"
14686,"Music,Speech synthesizer"
14687,Light engine (high frequency)
14688,Gong
14689,Stomach rumble
14690,"Rodents, rats, mice,Patter"
14691,"Biting,Inside, small room"
14692,"Conversation,Speech"
14693,"Music,Grunge"
14694,"Ratchet, pawl,Pulleys,Gears,Mechanisms"
14695,"Boat, Water vehicle,Motorboat, speedboat,Waves, surf,Wind,Ocean,Wind noise (microphone)"
14696,"Reversing beeps,Truck,Vehicle"
14697,"Squeak,Speech,Inside, small room"
14698,"Male speech, man speaking,Snicker,Speech,Child speech, kid speaking"
14699,"Harpsichord,Keyboard (musical)"
14700,"Electronic music,House music,Music,Electronica"
14701,"Music,Yell"
14702,Vibration
14703,"Reverberation,Music"
14704,"Tabla,Drum,Percussion"
14705,"Music,Scrape"
14706,Typewriter
14707,"Music,Tick"
14708,"Singing,Humming,Music,Speech,Inside, small room"
14709,"Blues,Country,Music,Bluegrass"
14710,"Music,Tender music"
14711,"Foghorn,Music"
14712,Fusillade
14713,"Effects unit,Electric guitar,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument,Distortion"
14714,Scratch
14715,Static
14716,"Rustling leaves,Speech"
14717,"Trickle, dribble,Outside, urban or manmade"
14718,"Babbling,Child speech, kid speaking"
14719,"String section,Orchestra"
14720,"Music,Rattle (instrument),Marimba, xylophone"
14721,"Music,Vocal music"
14722,"Scratching (performance technique),Music"
14723,"Tapping (guitar technique),Music"
14724,"Music,Steel guitar, slide guitar"
14725,"Singing,Music,Chatter,Speech,Inside, large room or hall"
14726,"Gunshot, gunfire,Artillery fire"
14727,"Snort,Inside, small room"
14728,"Mains hum,Hum"
14729,"Music,Whoop"
14730,"Music,Pulse,Speech"
14731,"Music,Sonar"
14732,"Hum,Static"
14733,"Toot,Vehicle,Vehicle horn, car horn, honking,Speech"
14734,"Engine,Toot,Vehicle,Speech,Car,Outside, urban or manmade"
14735,Car alarm
14736,Christian music
14737,Sneeze
14738,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Clickety-clack"
14739,"Single-lens reflex camera,Inside, public space"
14740,"Cupboard open or close,Speech"
14741,"Air horn, truck horn,Speech"
14742,"Bird flight, flapping wings"
14743,"Music,Pulse"
14744,"Rumble,Vehicle,Car,Outside, urban or manmade"
14745,"Music,Lullaby,Speech"
14746,Chopping (food)
14747,Glass
14748,Squawk
14749,"Music,Reggae,Maraca"
14750,"Laughter,Throat clearing"
14751,Flamenco
14752,"Speech,Breathing"
14753,"Smoke detector, smoke alarm,Fire alarm"
14754,Clicking
14755,"Marimba, xylophone,Glockenspiel,Mallet percussion"
14756,"Music,Middle Eastern music"
14757,"Tapping (guitar technique),Guitar,Music,Musical instrument,Plucked string instrument"
14758,"Music,Tambourine,Speech"
14759,Finger snapping
14760,"Music,Whoop"
14761,"Music,Steelpan"
14762,"Organ,Drum,Drum kit,Jazz,Electronic organ,Music,Musical instrument,Percussion,Steelpan"
14763,Jingle bell
14764,Vacuum cleaner
14765,"Crumpling, crinkling,Inside, small room"
14766,Mechanical fan
14767,"Boat, Water vehicle,Rowboat, canoe, kayak"
14768,Bicycle bell
14769,Tubular bells
14770,"Brass instrument,Clarinet,Trombone"
14771,"Sampler,Music,Drum machine"
14772,Car passing by
14773,Buzz
14774,"Music,Male speech, man speaking,Speech"
14775,"Cello,Double bass,Bowed string instrument"
14776,"Music,Music of Bollywood"
14777,Sine wave
14778,"Singing,Music,Reggae"
14779,"Telephone dialing, DTMF,Telephone,Speech,Inside, small room"
14780,Blender
14781,"Organ,Hammond organ"
14782,"Music,Cacophony"
14783,"Blues,Singing,Music,Musical instrument"
14784,"Pig,Speech,Animal"
14785,"Music,Sitar"
14786,"Wild animals,Music,Speech,Roaring cats (lions, tigers),Animal"
14787,"Splinter,Wood"
